ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmp6,Age,Age_Category,Income_Category,Total_Children,Total_Amount,Length,Frequency,Monetary,lrfm_score_total,lrfm_segment,DominantChannel
6730,1954,Graduate,Coupled,38998.0,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,0,0,0,0,0,0,58,Senior,Medium,2,54,700,5,54,8,Silver,NumStorePurchases
10749,1991,Graduate,Single,8028.0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,0,0,0,0,0,0,21,Young,Low,0,178,746,1,178,10,Silver,NumCatalogPurchases
4998,1962,Graduate,Coupled,76081.0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,0,0,0,1,0,0,52,Adult,High,0,1033,134,13,1033,9,Silver,NumCatalogPurchases
6287,1986,Graduate,Coupled,34728.0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,0,0,0,0,0,1,27,Young,Low,1,36,431,4,36,10,Silver,NumStorePurchases
5985,1965,Graduate,Single,33168.0,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,0,0,0,0,0,0,47,Adult,Low,1,122,721,7,122,14,Platinum,NumStorePurchases
4754,1966,Graduate,Coupled,33585.0,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,0,0,0,0,0,0,47,Adult,Low,1,122,374,6,122,7,Bronze,NumStorePurchases
4002,1960,Graduate,Coupled,77037.0,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,0,0,0,0,0,0,53,Adult,High,1,1123,356,26,1123,16,Platinum,NumStorePurchases
8870,1984,Graduate,Coupled,35196.0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,0,0,0,0,0,1,28,Young,Low,1,497,690,12,497,13,Gold,NumWebPurchases
966,1966,Graduate,Coupled,44529.0,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,0,1,0,0,0,0,47,Adult,Medium,1,691,456,19,691,12,Gold,NumStorePurchases
4767,1965,Graduate,Coupled,70924.0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,0,0,1,0,0,0,49,Adult,High,0,1363,180,19,1363,13,Gold,NumStorePurchases
9725,1966,Graduate,Coupled,28764.0,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,1,0,0,0,0,0,48,Adult,Low,2,12,121,3,12,8,Silver,NumStorePurchases
4475,1949,Graduate,Coupled,69098.0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,0,0,0,0,0,0,64,Senior,High,0,2440,595,24,2440,15,Platinum,NumStorePurchases
5740,1970,Graduate,Single,25959.0,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,0,0,0,0,0,1,43,Adult,Low,2,56,597,5,56,12,Gold,NumCatalogPurchases
5731,1983,Graduate,Coupled,27100.0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,0,0,0,0,0,0,30,Young,Low,1,37,547,4,37,8,Silver,NumStorePurchases
7290,1985,Graduate,Single,70596.0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,0,0,0,0,0,0,27,Young,High,0,968,729,20,968,15,Platinum,NumStorePurchases
3846,1974,Graduate,Coupled,42557.0,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,0,0,0,0,0,0,38,Adult,Medium,1,270,766,11,270,12,Gold,NumWebPurchases
8104,1951,Graduate,Coupled,53312.0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,0,0,0,0,0,0,62,Senior,Medium,0,278,421,11,278,13,Gold,NumWebPurchases
4507,1952,Graduate,Single,72228.0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,0,0,0,0,0,0,60,Senior,High,0,1250,676,21,1250,16,Platinum,NumStorePurchases
11013,1987,Graduate,Coupled,67605.0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,0,0,0,0,0,0,26,Young,Medium,0,938,552,16,938,13,Gold,NumCatalogPurchases
4491,1949,Graduate,Coupled,62845.0,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,0,1,0,0,0,0,63,Senior,Medium,2,1178,733,17,1178,19,Diamond,NumStorePurchases
3759,1958,Graduate,Coupled,65196.0,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,1,0,0,0,0,0,55,Senior,Medium,2,1155,436,24,1155,16,Platinum,NumStorePurchases
1162,1987,Graduate,Single,42000.0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,0,0,0,0,0,1,26,Young,Medium,0,653,632,18,653,16,Platinum,NumStorePurchases
2055,1973,Graduate,Single,35860.0,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,1,0,0,0,0,0,41,Adult,Medium,2,49,138,4,49,7,Bronze,NumStorePurchases
10766,1964,Graduate,Coupled,65526.0,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,0,0,0,0,0,0,50,Adult,Medium,1,506,176,16,506,12,Gold,NumStorePurchases
4415,1961,Graduate,Coupled,16860.0,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,0,0,0,0,0,0,51,Adult,Low,2,38,752,5,38,12,Gold,NumStorePurchases
3005,1992,Graduate,Single,83528.0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,0,0,1,0,1,22,Young,High,0,1650,156,22,1650,16,Platinum,NumCatalogPurchases
2223,1965,Graduate,Single,64176.0,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,0,0,0,0,0,0,47,Adult,Medium,1,1826,792,25,1826,18,Diamond,NumCatalogPurchases
4817,1956,Graduate,Single,22304.0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,0,0,0,0,0,0,56,Senior,Low,0,18,791,3,18,8,Silver,NumStorePurchases
2875,1978,Graduate,Coupled,67023.0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,0,0,0,0,0,0,36,Young,Medium,0,906,214,23,906,11,Silver,NumStorePurchases
10536,1971,Graduate,Coupled,32892.0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,0,0,0,0,0,0,43,Adult,Low,1,46,132,6,46,6,Bronze,NumWebPurchases
11112,1966,Graduate,Coupled,70713.0,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,0,0,0,0,0,0,46,Adult,High,1,1477,670,19,1477,18,Diamond,NumStorePurchases
3807,1955,Graduate,Coupled,59925.0,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,0,0,0,0,0,0,57,Senior,Medium,1,766,673,20,766,14,Platinum,NumWebPurchases
9197,1953,Graduate,Coupled,39722.0,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,0,0,0,0,0,0,61,Senior,Medium,1,47,222,5,47,4,Bronze,NumStorePurchases
10832,1958,Graduate,Coupled,46610.0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,0,0,0,0,0,0,55,Senior,Medium,0,467,443,13,467,14,Platinum,NumWebPurchases
6421,1961,Graduate,Coupled,88347.0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,0,0,0,1,0,0,52,Adult,High,0,2116,458,20,2116,16,Platinum,NumStorePurchases
4207,1981,Graduate,Coupled,87171.0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,1,0,1,0,0,0,32,Young,High,0,1298,521,24,1298,17,Diamond,NumStorePurchases
577,1976,Graduate,Coupled,26907.0,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,0,0,0,0,0,0,37,Adult,Low,2,22,410,4,22,10,Silver,NumStorePurchases
10855,1968,Graduate,Single,50014.0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,0,0,0,0,0,0,46,Adult,Medium,1,396,255,13,396,13,Gold,NumStorePurchases
3081,1978,Graduate,Coupled,41014.0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,0,0,0,0,0,0,35,Young,Medium,1,20,530,3,20,8,Silver,NumStorePurchases
3535,1965,Graduate,Single,66294.0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,0,0,0,0,0,0,49,Adult,Medium,0,967,201,12,967,10,Silver,NumStorePurchases
247,1971,Graduate,Coupled,36715.0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,0,0,0,0,0,1,41,Adult,Medium,1,357,686,13,357,16,Platinum,NumWebPurchases
8707,1956,Graduate,Coupled,79456.0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,0,0,0,0,0,1,56,Senior,High,0,1401,773,15,1401,18,Diamond,NumCatalogPurchases
9523,1982,Graduate,Coupled,40479.0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,0,0,0,0,0,0,31,Young,Medium,1,15,413,3,15,6,Bronze,NumStorePurchases
6072,1970,Graduate,Single,75345.0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,0,0,0,1,0,1,43,Adult,High,0,2087,609,19,2087,18,Diamond,NumCatalogPurchases
6295,1977,Graduate,Coupled,54233.0,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,0,0,0,0,0,0,36,Young,Medium,1,981,607,22,981,16,Platinum,NumWebPurchases
10914,1970,Graduate,Single,24163.0,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,0,0,0,0,0,0,43,Adult,Low,2,17,357,4,17,9,Silver,NumStorePurchases
1509,1958,Graduate,Coupled,84460.0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,0,1,1,1,1,1,55,Senior,High,0,523,638,22,523,13,Gold,NumWebPurchases
5577,1983,Graduate,Coupled,43776.0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,0,0,0,0,0,0,31,Young,Medium,1,23,154,3,23,5,Bronze,NumStorePurchases
7348,1958,Graduate,Single,71691.0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,0,0,0,0,0,1,56,Senior,High,0,1192,201,16,1192,15,Platinum,NumCatalogPurchases
1127,1973,Graduate,Coupled,85844.0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,0,0,1,0,0,0,41,Adult,High,0,1958,128,19,1958,12,Gold,NumStorePurchases
1833,1974,Graduate,Single,39190.0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,0,0,0,0,0,0,40,Adult,Medium,1,133,161,7,133,6,Bronze,NumStorePurchases
4944,1959,Graduate,Coupled,71367.0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,0,0,0,0,0,0,54,Adult,High,0,777,407,16,777,15,Platinum,NumStorePurchases
9080,1972,Graduate,Single,38578.0,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,0,0,0,0,0,0,41,Adult,Medium,2,73,469,6,73,12,Gold,NumWebPurchases
6466,1965,Graduate,Coupled,57236.0,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,0,0,0,0,0,0,49,Adult,Medium,2,121,206,7,121,9,Silver,NumStorePurchases
9964,1979,Graduate,Single,61825.0,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,0,0,0,0,0,0,34,Young,Medium,1,424,423,14,424,12,Gold,NumStorePurchases
4790,1958,Graduate,Single,79803.0,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,0,0,0,0,0,0,56,Senior,High,1,868,124,12,868,11,Silver,NumStorePurchases
10245,1986,Graduate,Single,80910.0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,0,0,0,0,0,0,26,Young,High,0,756,703,14,756,14,Platinum,NumStorePurchases
1109,1982,Graduate,Coupled,27590.0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,0,0,0,0,0,0,31,Young,Low,1,12,529,3,12,10,Silver,NumStorePurchases
6001,1979,Graduate,Coupled,56775.0,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,0,0,0,0,0,0,34,Young,Medium,1,937,640,23,937,15,Platinum,NumStorePurchases
5538,1975,Graduate,Single,83829.0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,0,1,1,0,1,38,Adult,High,0,1862,361,17,1862,13,Gold,NumCatalogPurchases
10552,1979,Graduate,Coupled,54210.0,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,0,0,0,0,0,0,34,Young,Medium,1,367,502,12,367,14,Platinum,NumStorePurchases
1545,1986,Graduate,Coupled,38508.0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,0,0,0,0,0,0,27,Young,Medium,1,443,428,14,443,10,Silver,NumWebPurchases
7409,1970,Graduate,Coupled,53187.0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,0,0,0,0,0,0,43,Adult,Medium,1,267,343,11,267,10,Silver,NumStorePurchases
4444,1972,Graduate,Coupled,30023.0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,0,0,0,0,0,0,42,Adult,Low,1,61,194,5,61,8,Silver,NumStorePurchases
146,1960,Graduate,Single,76045.0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,0,0,0,1,0,0,53,Adult,High,0,1323,323,20,1323,13,Gold,NumStorePurchases
6271,1952,Graduate,Coupled,50870.0,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,0,0,0,0,0,0,62,Senior,Medium,1,63,107,5,63,9,Silver,NumStorePurchases
10065,1970,Graduate,Coupled,15315.0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,0,0,0,0,0,0,43,Adult,Low,0,64,427,6,64,11,Silver,NumStorePurchases
4741,1974,Graduate,Coupled,65463.0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,0,1,0,0,0,0,40,Adult,Medium,1,562,247,17,562,14,Platinum,NumStorePurchases
246,1965,Graduate,Coupled,66480.0,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,0,0,0,0,0,0,49,Adult,Medium,2,312,126,12,312,9,Silver,NumStorePurchases
375,1954,Graduate,Single,76773.0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,0,0,0,0,0,0,59,Senior,High,0,1156,586,15,1156,13,Gold,NumStorePurchases
1524,1983,Graduate,Single,81698.0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,0,0,0,1,0,1,30,Young,High,0,1104,582,15,1104,16,Platinum,NumWebPurchases
10022,1973,Graduate,Single,54466.0,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,0,0,0,0,0,0,41,Adult,Medium,2,16,237,3,16,5,Bronze,NumStorePurchases
7451,1960,Graduate,Single,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,0,1,0,0,0,0,54,Adult,High,0,2008,229,19,2008,14,Platinum,NumStorePurchases
11010,1984,Graduate,Single,16269.0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,0,0,0,0,0,0,29,Young,Low,1,44,400,6,44,8,Silver,NumWebPurchases
4356,1971,Graduate,Coupled,71819.0,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,0,1,1,0,0,0,42,Adult,High,1,1574,402,11,1574,13,Gold,NumStorePurchases
3885,1983,Graduate,Coupled,33569.0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,1,0,0,0,0,1,30,Young,Low,1,63,353,4,63,10,Silver,NumStorePurchases
1175,1983,Graduate,Coupled,36262.0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,1,0,0,0,0,1,30,Young,Medium,0,426,379,11,426,12,Gold,NumCatalogPurchases
880,1966,Non-Graduate,Coupled,22634.0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,0,0,0,0,0,0,47,Adult,Low,0,96,626,5,96,10,Silver,NumWebPurchases
2320,1978,Graduate,Coupled,47025.0,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,0,0,0,0,0,0,35,Young,Medium,1,635,387,18,635,11,Silver,NumWebPurchases
850,1968,Graduate,Single,70566.0,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,0,0,0,0,0,0,45,Adult,High,1,757,363,20,757,15,Platinum,NumStorePurchases
4713,1979,Graduate,Coupled,31605.0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,0,0,0,0,0,0,33,Young,Low,1,125,681,7,125,14,Platinum,NumStorePurchases
675,1973,Graduate,Single,52034.0,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,0,0,0,0,0,0,40,Adult,Medium,2,332,505,11,332,11,Silver,NumStorePurchases
5025,1979,Graduate,Single,48526.0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,0,0,0,0,0,0,34,Young,Medium,1,135,284,7,135,10,Silver,NumStorePurchases
2308,1954,Graduate,Coupled,46734.0,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,0,0,0,0,0,0,58,Senior,Medium,1,330,685,12,330,14,Platinum,NumWebPurchases
5995,1962,Graduate,Single,39552.0,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,0,0,0,0,0,1,50,Adult,Medium,2,384,655,13,384,13,Gold,NumWebPurchases
6749,1966,Graduate,Single,86358.0,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,0,0,0,0,0,0,46,Adult,High,2,1722,787,14,1722,15,Platinum,NumStorePurchases
1010,1977,Graduate,Coupled,46931.0,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,0,0,0,0,0,0,37,Adult,Medium,3,78,163,5,78,5,Bronze,NumStorePurchases
8977,1985,Non-Graduate,Single,16581.0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,0,0,0,0,0,0,28,Young,Low,0,24,630,3,24,9,Silver,NumStorePurchases
4756,1952,Graduate,Single,63998.0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,0,0,0,0,0,1,61,Senior,Medium,0,1168,288,24,1168,14,Platinum,NumStorePurchases
3412,1951,Graduate,Coupled,67381.0,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,0,1,0,0,0,0,62,Senior,Medium,1,957,627,13,957,13,Gold,NumStorePurchases
606,1967,Graduate,Single,25930.0,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,0,0,0,0,0,0,46,Adult,Low,2,15,359,3,15,5,Bronze,NumStorePurchases
5961,1978,Graduate,Coupled,42693.0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,0,0,0,0,0,0,36,Young,Medium,1,57,119,4,57,8,Silver,NumStorePurchases
2975,1976,Graduate,Coupled,85606.0,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,0,0,0,1,0,0,36,Young,High,1,1956,691,22,1956,16,Platinum,NumStorePurchases
2894,1985,Graduate,Single,72903.0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,0,1,1,1,0,1,28,Young,High,0,2013,340,20,2013,13,Gold,NumStorePurchases
7613,1974,Graduate,Coupled,49669.0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,0,0,0,0,0,0,40,Adult,Medium,1,326,133,12,326,8,Silver,NumStorePurchases
10542,1968,Graduate,Coupled,36778.0,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,0,0,0,0,0,0,44,Adult,Medium,2,77,790,6,77,11,Silver,NumWebPurchases
8015,1962,Graduate,Single,85696.0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,0,0,0,0,0,1,51,Adult,High,0,1313,519,19,1313,13,Gold,NumStorePurchases
10617,1989,Graduate,Single,10979.0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,0,0,0,0,0,0,25,Young,Low,0,30,135,6,30,8,Silver,NumWebPurchases
11166,1961,Graduate,Coupled,49678.0,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,0,0,0,0,0,0,52,Adult,Medium,1,315,609,12,315,11,Silver,NumWebPurchases
849,1953,Graduate,Coupled,56129.0,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,0,0,0,0,0,0,60,Senior,Medium,1,660,471,18,660,13,Gold,NumStorePurchases
523,1989,Graduate,Coupled,37155.0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,0,0,0,0,0,0,24,Young,Medium,1,74,611,6,74,11,Silver,NumStorePurchases
4066,1978,Graduate,Single,21282.0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,0,0,0,0,0,0,36,Young,Low,1,46,146,5,46,5,Bronze,NumWebPurchases
8414,1962,Graduate,Single,33419.0,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,0,0,0,0,0,0,51,Adult,Low,1,86,413,6,86,9,Silver,NumStorePurchases
819,1945,Graduate,Single,63285.0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,0,0,0,0,0,0,68,Senior,Medium,0,1103,333,24,1103,12,Gold,NumStorePurchases
4961,1974,Graduate,Coupled,21255.0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,0,0,0,0,0,0,40,Adult,Low,1,61,256,7,61,9,Silver,NumStorePurchases
749,1981,Graduate,Coupled,42162.0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,1,0,0,0,0,1,32,Young,Medium,1,145,319,7,145,10,Silver,NumWebPurchases
5430,1956,Graduate,Coupled,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,0,0,0,0,0,0,56,Senior,Medium,2,684,750,19,684,18,Diamond,NumWebPurchases
7755,1954,Graduate,Coupled,57744.0,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,0,0,0,0,0,0,59,Senior,Medium,1,411,326,14,411,9,Silver,NumWebPurchases
10525,1986,Graduate,Single,26576.0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,1,0,0,0,0,1,26,Young,Low,1,27,721,3,27,10,Silver,NumStorePurchases
1453,1943,Graduate,Single,57513.0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,0,0,0,0,0,0,70,Senior,Medium,0,1060,455,25,1060,14,Platinum,NumStorePurchases
8310,1964,Graduate,Coupled,68142.0,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,0,0,0,0,0,0,48,Adult,Medium,1,1459,766,21,1459,16,Platinum,NumWebPurchases
10710,1979,Graduate,Coupled,7500.0,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,0,0,0,0,0,0,33,Young,Low,1,18,766,3,18,9,Silver,NumStorePurchases
5031,1974,Graduate,Coupled,83145.0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,0,0,1,0,0,1,38,Adult,High,0,1833,742,25,1833,20,Diamond,NumStorePurchases
2613,1960,Graduate,Coupled,54197.0,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,0,0,0,0,0,0,54,Adult,Medium,1,237,184,10,237,12,Gold,NumStorePurchases
213,1963,Graduate,Single,23091.0,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,0,0,0,0,0,0,51,Adult,Low,2,48,129,6,48,5,Bronze,NumStorePurchases
967,1976,Graduate,Coupled,46049.0,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,0,0,0,0,0,1,37,Adult,Medium,2,515,440,16,515,15,Platinum,NumStorePurchases
1077,1974,Graduate,Coupled,56715.0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,0,0,0,0,0,0,38,Adult,Medium,0,1020,668,14,1020,15,Platinum,NumWebPurchases
7959,1961,Graduate,Coupled,79410.0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,0,0,0,0,0,0,53,Adult,High,0,1370,128,10,1370,14,Platinum,NumStorePurchases
640,1951,Graduate,Coupled,57304.0,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,0,0,0,0,0,0,62,Senior,Medium,1,1026,572,23,1026,15,Platinum,NumStorePurchases
4252,1965,Graduate,Coupled,44375.0,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,0,0,0,0,0,0,49,Adult,Medium,1,301,195,11,301,9,Silver,NumStorePurchases
8432,1956,Graduate,Coupled,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,0,0,0,0,0,0,56,Senior,Medium,2,684,750,19,684,18,Diamond,NumWebPurchases
6218,1965,Graduate,Coupled,59594.0,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,0,1,0,0,0,0,47,Adult,Medium,1,499,714,16,499,14,Platinum,NumWebPurchases
6905,1994,Graduate,Coupled,80685.0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,0,0,0,0,0,0,18,Young,High,0,1004,773,20,1004,16,Platinum,NumStorePurchases
5922,1974,Graduate,Coupled,40344.0,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,0,0,0,0,0,0,39,Adult,Medium,1,218,356,10,218,11,Silver,NumStorePurchases
3598,1972,Graduate,Coupled,62710.0,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,0,0,0,0,0,0,41,Adult,Medium,1,606,499,18,606,13,Gold,NumStorePurchases
6116,1968,Graduate,Coupled,48985.0,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,0,0,0,0,0,0,45,Adult,Medium,1,75,456,5,75,11,Silver,NumStorePurchases
6263,1968,Graduate,Coupled,35322.0,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,0,0,0,0,0,0,44,Adult,Medium,3,106,773,6,106,13,Gold,NumStorePurchases
10486,1948,Graduate,Coupled,77142.0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,0,0,0,0,0,0,65,Senior,High,0,990,493,16,990,14,Platinum,NumStorePurchases
2410,1969,Graduate,Single,81657.0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,0,0,0,0,0,0,45,Adult,High,0,1097,255,15,1097,11,Silver,NumStorePurchases
193,1996,Non-Graduate,Coupled,14421.0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,1,0,0,0,0,0,18,Young,Low,0,16,229,3,16,4,Bronze,NumStorePurchases
3363,1974,Graduate,Coupled,20130.0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,0,0,0,0,0,0,40,Adult,Low,0,34,201,4,34,4,Bronze,NumStorePurchases
8278,1990,Graduate,Coupled,74214.0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,0,0,0,0,0,0,22,Young,High,0,1711,769,15,1711,18,Diamond,NumWebPurchases
10660,1957,Graduate,Coupled,66726.0,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,0,1,0,0,0,0,57,Senior,Medium,2,438,265,14,438,10,Silver,NumWebPurchases
8686,1979,Non-Graduate,Coupled,23724.0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,0,0,0,0,0,0,34,Young,Low,1,75,634,5,75,9,Silver,NumStorePurchases
1604,1960,Graduate,Coupled,47353.0,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,0,0,0,0,0,0,53,Adult,Medium,1,225,325,10,225,9,Silver,NumStorePurchases
5907,1952,Graduate,Coupled,33444.0,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,0,0,0,0,0,0,60,Senior,Low,2,18,700,3,18,11,Silver,NumStorePurchases
10669,1981,Graduate,Coupled,54386.0,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,0,0,0,0,0,0,32,Young,Medium,1,470,505,15,470,14,Platinum,NumStorePurchases
2918,1981,Graduate,Single,28510.0,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,0,0,0,0,0,0,32,Young,Low,2,91,539,6,91,10,Silver,NumStorePurchases
5735,1991,Graduate,Single,90638.0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,0,0,1,0,0,0,23,Young,High,0,2525,233,17,2525,14,Platinum,NumStorePurchases
359,1950,Graduate,Coupled,48070.0,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,0,0,0,0,0,0,63,Senior,Medium,1,504,629,16,504,15,Platinum,NumWebPurchases
8387,1957,Graduate,Coupled,43140.0,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,0,0,0,0,0,0,56,Senior,Medium,1,235,637,10,235,12,Gold,NumStorePurchases
1829,1961,Graduate,Single,54959.0,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,0,1,0,0,0,1,52,Adult,Medium,1,1232,623,18,1232,16,Platinum,NumWebPurchases
